sale_id,sale_date,customer_name,customer_city,product_name,product_category,unit_price,quantity,total_amount,seller_name,sales_channel,sale_status,payment_method
1225,2025-02-23,Customer_295,CABA,Training Jacket,Training,78000,2,156000,David,MercadoLibre,Cancelled,Transfer
1226,2025-06-13,Customer_177,Buenos Aires,Compression Shorts,Shorts,35000,2,70000,Martin,Instagram,Closed,Debit
1227,2024-05-07,Customer_266,Buenos Aires,Training Jacket,Training,78000,1,78000,Lucas,Instagram,Closed,Credit Card
1228,2024-12-20,Customer_266,Olivos,Football Socks,Accessories,12000,1,12000,David,MercadoLibre,Closed,Credit Card
1229,2024-11-06,Customer_315,San Isidro,Argentina Jersey,Jersey,65000,3,195000,David,Instagram,Cancelled,Cash
1230,2024-12-11,Customer_289,CABA,Argentina Jersey,Jersey,65000,3,195000,David,WhatsApp,Closed,Credit Card
1231,2025-03-02,Customer_317,CABA,Gym Hoodie,Training,85000,1,85000,Lucas,MercadoLibre,Cancelled,Credit Card
1232,2025-02-19,Customer_153,Vicente Lopez,Compression Shorts,Shorts,35000,1,35000,David,WhatsApp,Closed,Debit
1233,2025-04-20,Customer_105,Olivos,Training Shorts,Shorts,28000,2,56000,Martin,Instagram,Pending,Credit Card
1234,2025-02-12,Customer_67,Olivos,Football Socks,Accessories,12000,1,12000,Martin,WhatsApp,Pending,Cash
1235,2024-09-30,Customer_231,Buenos Aires,Compression Shorts,Shorts,35000,1,35000,David,WhatsApp,Closed,Credit Card
1236,2025-03-04,Customer_128,Buenos Aires,Training Shorts,Shorts,28000,2,56000,Lucas,MercadoLibre,Closed,Cash
1237,2025-04-23,Customer_256,Olivos,Compression Shorts,Shorts,35000,2,70000,Lucas,WhatsApp,Closed,Debit
1238,2024-09-03,Customer_111,San Isidro,Training Jacket,Training,78000,2,156000,Lucas,WhatsApp,Closed,Credit Card
1239,2025-04-26,Customer_147,San Isidro,Compression Shorts,Shorts,35000,2,70000,David,WhatsApp,Pending,Cash
1240,2025-01-09,Customer_207,Olivos,Adidas Predator,Boots,160000,3,480000,David,Referral,Closed,Cash
1241,2024-10-22,Customer_38,Vicente Lopez,Puma Future,Boots,138000,2,276000,Martin,Referral,Cancelled,Credit Card
1242,2024-05-01,Customer_66,CABA,Sports Backpack,Accessories,26000,2,52000,Lucas,MercadoLibre,Pending,Credit Card
1243,2024-07-22,Customer_309,San Isidro,Captain Armband,Accessories,10000,1,10000,Lucas,WhatsApp,Closed,Transfer
1244,2024-12-07,Customer_243,San Isidro,Argentina Jersey,Jersey,65000,3,195000,Lucas,Instagram,Cancelled,Cash
1245,2024-11-22,Customer_84,Vicente Lopez,Puma Future,Boots,138000,2,276000,Martin,MercadoLibre,Cancelled,Credit Card
1246,2025-06-29,Customer_251,San Isidro,Training Jacket,Training,78000,2,156000,Lucas,Referral,Closed,Credit Card
1247,2024-04-22,Customer_214,San Isidro,Puma Future,Boots,138000,3,414000,Lucas,WhatsApp,Cancelled,Debit
1248,2024-08-21,Customer_27,San Isidro,Adidas Predator,Boots,160000,3,480000,Lucas,Instagram,Cancelled,Debit
1249,2024-09-05,Customer_17,San Isidro,Argentina Jersey,Jersey,65000,3,195000,Martin,WhatsApp,Closed,Transfer
1250,2025-03-04,Customer_78,Vicente Lopez,Compression Shorts,Shorts,35000,1,35000,Martin,Instagram,Pending,Debit
1251,2024-03-04,Customer_71,San Isidro,Sports Backpack,Accessories,26000,3,78000,David,MercadoLibre,Cancelled,Debit
1252,2024-11-17,Customer_89,Vicente Lopez,Training Jacket,Training,78000,2,156000,Martin,MercadoLibre,Cancelled,Credit Card
1253,2024-09-27,Customer_313,Vicente Lopez,Gym Hoodie,Training,85000,3,255000,David,Instagram,Pending,Credit Card
1254,2024-10-22,Customer_107,Vicente Lopez,Nike Mercurial,Boots,145000,1,145000,Lucas,Referral,Pending,Credit Card
1255,2025-01-23,Customer_203,Olivos,Adidas Predator,Boots,160000,1,160000,David,MercadoLibre,Closed,Credit Card
1256,2024-12-20,Customer_227,Olivos,Football Socks,Accessories,12000,1,12000,Martin,Referral,Closed,Cash
1257,2024-10-04,Customer_288,Olivos,Sports Backpack,Accessories,26000,2,52000,David,WhatsApp,Cancelled,Cash
1258,2025-06-27,Customer_116,Buenos Aires,Nike Mercurial,Boots,145000,1,145000,David,WhatsApp,Pending,Credit Card
1259,2024-04-12,Customer_349,Buenos Aires,Football Socks,Accessories,12000,2,24000,David,Instagram,Pending,Debit
1260,2024-07-23,Customer_148,Olivos,Compression Shorts,Shorts,35000,3,105000,Lucas,WhatsApp,Closed,Cash
1261,2024-02-08,Customer_90,Vicente Lopez,Training Jacket,Training,78000,3,234000,David,WhatsApp,Pending,Debit
1262,2024-10-23,Customer_20,CABA,Argentina Jersey,Jersey,65000,3,195000,Lucas,WhatsApp,Pending,Credit Card
1263,2025-06-20,Customer_253,Buenos Aires,Compression Shorts,Shorts,35000,3,105000,Martin,Referral,Pending,Cash
1264,2024-12-04,Customer_84,Vicente Lopez,Captain Armband,Accessories,10000,1,10000,Martin,MercadoLibre,Cancelled,Cash
1265,2024-12-11,Customer_152,San Isidro,Boca Jersey,Jersey,55000,3,165000,Martin,Instagram,Closed,Debit
1266,2025-06-11,Customer_168,CABA,Sports Backpack,Accessories,26000,2,52000,Lucas,WhatsApp,Closed,Cash
1267,2024-09-11,Customer_4,Olivos,Compression Shorts,Shorts,35000,1,35000,Lucas,Instagram,Pending,Credit Card
1268,2024-01-12,Customer_134,Olivos,Puma Future,Boots,138000,1,138000,Martin,Instagram,Closed,Transfer
1269,2024-06-12,Customer_208,San Isidro,Compression Shorts,Shorts,35000,1,35000,Martin,MercadoLibre,Cancelled,Transfer
1270,2025-01-11,Customer_315,Buenos Aires,Gym Hoodie,Training,85000,1,85000,David,Instagram,Pending,Cash
1271,2025-01-17,Customer_213,San Isidro,Compression Shorts,Shorts,35000,3,105000,Lucas,Instagram,Closed,Transfer
1272,2025-06-24,Customer_186,CABA,Training Jacket,Training,78000,2,156000,Martin,WhatsApp,Closed,Cash
1273,2024-06-02,Customer_85,Olivos,Training Pants,Training,62000,2,124000,Martin,Referral,Closed,Cash
1274,2025-05-15,Customer_47,San Isidro,Football Socks,Accessories,12000,2,24000,Lucas,WhatsApp,Pending,Cash
1275,2025-04-12,Customer_289,CABA,Training Jacket,Training,78000,2,156000,Martin,Referral,Cancelled,Credit Card
1276,2025-02-09,Customer_131,CABA,Football Socks,Accessories,12000,1,12000,Martin,Instagram,Cancelled,Transfer
1277,2024-12-18,Customer_33,San Isidro,Boca Jersey,Jersey,55000,2,110000,David,WhatsApp,Pending,Transfer
1278,2024-07-03,Customer_70,Vicente Lopez,Adidas Predator,Boots,160000,2,320000,Lucas,Referral,Pending,Debit
1279,2024-05-16,Customer_335,Olivos,Training Shorts,Shorts,28000,1,28000,David,Instagram,Cancelled,Debit
1280,2024-08-16,Customer_2,CABA,Training Jacket,Training,78000,1,78000,Lucas,Referral,Cancelled,Debit
1281,2024-08-23,Customer_127,Vicente Lopez,Training Jacket,Training,78000,2,156000,Lucas,Instagram,Pending,Cash
1282,2024-02-02,Customer_339,Vicente Lopez,Football Socks,Accessories,12000,1,12000,Martin,WhatsApp,Closed,Cash
1283,2024-02-04,Customer_229,San Isidro,River Jersey,Jersey,56000,1,56000,Martin,WhatsApp,Closed,Transfer
1284,2024-08-27,Customer_277,Buenos Aires,Training Shorts,Shorts,28000,2,56000,David,Instagram,Cancelled,Credit Card
1285,2024-11-22,Customer_296,San Isidro,Nike Mercurial,Boots,145000,3,435000,Martin,MercadoLibre,Closed,Credit Card
1286,2025-06-17,Customer_114,Vicente Lopez,Argentina Jersey,Jersey,65000,3,195000,Lucas,MercadoLibre,Closed,Cash
1287,2025-03-13,Customer_285,Vicente Lopez,Gym Hoodie,Training,85000,3,255000,David,MercadoLibre,Cancelled,Debit
1288,2024-11-22,Customer_214,Vicente Lopez,Captain Armband,Accessories,10000,2,20000,David,MercadoLibre,Pending,Cash
1289,2025-04-29,Customer_124,Buenos Aires,Captain Armband,Accessories,10000,2,20000,Lucas,Instagram,Pending,Transfer
1290,2025-03-02,Customer_286,San Isidro,Training Jacket,Training,78000,2,156000,David,Referral,Closed,Credit Card
1291,2024-03-21,Customer_231,Olivos,Nike Mercurial,Boots,145000,1,145000,David,Instagram,Closed,Credit Card
1292,2024-02-10,Customer_38,Buenos Aires,Training Shorts,Shorts,28000,3,84000,Martin,Instagram,Pending,Cash
1293,2024-11-06,Customer_8,Buenos Aires,Sports Backpack,Accessories,26000,1,26000,David,WhatsApp,Cancelled,Debit
1294,2024-07-28,Customer_204,Buenos Aires,Nike Mercurial,Boots,145000,3,435000,Martin,MercadoLibre,Pending,Debit
1295,2025-01-02,Customer_158,Olivos,Compression Shorts,Shorts,35000,2,70000,Lucas,Referral,Pending,Transfer
1296,2025-04-25,Customer_164,Buenos Aires,Captain Armband,Accessories,10000,3,30000,Lucas,MercadoLibre,Pending,Transfer
1297,2024-05-29,Customer_9,Olivos,Training Pants,Training,62000,1,62000,Martin,Referral,Pending,Cash
1298,2024-08-23,Customer_195,San Isidro,Nike Mercurial,Boots,145000,1,145000,David,Referral,Cancelled,Credit Card
1299,2025-05-17,Customer_236,Buenos Aires,Adidas Predator,Boots,160000,2,320000,Martin,MercadoLibre,Closed,Cash
1300,2025-05-15,Customer_95,San Isidro,Football Socks,Accessories,12000,2,24000,Martin,WhatsApp,Cancelled,Transfer
1301,2024-02-19,Customer_4,Vicente Lopez,Sports Backpack,Accessories,26000,1,26000,David,Instagram,Closed,Cash
1302,2025-06-01,Customer_234,Olivos,Boca Jersey,Jersey,55000,1,55000,David,Referral,Cancelled,Debit
1303,2025-06-28,Customer_283,Vicente Lopez,Boca Jersey,Jersey,55000,1,55000,David,WhatsApp,Cancelled,Credit Card
1304,2024-01-18,Customer_258,Vicente Lopez,Training Jacket,Training,78000,1,78000,David,WhatsApp,Closed,Cash
1305,2025-06-23,Customer_130,Olivos,Nike Mercurial,Boots,145000,1,145000,Lucas,Referral,Closed,Credit Card
1306,2024-09-06,Customer_116,Olivos,Training Shorts,Shorts,28000,2,56000,Martin,WhatsApp,Cancelled,Transfer
1307,2025-01-23,Customer_194,San Isidro,River Jersey,Jersey,56000,2,112000,Lucas,WhatsApp,Cancelled,Transfer
1308,2024-03-25,Customer_256,Vicente Lopez,Football Socks,Accessories,12000,1,12000,Martin,MercadoLibre,Cancelled,Transfer
1309,2024-08-23,Customer_109,San Isidro,Training Jacket,Training,78000,1,78000,Lucas,MercadoLibre,Closed,Transfer
1310,2024-02-03,Customer_92,Olivos,Gym Hoodie,Training,85000,1,85000,David,Instagram,Cancelled,Cash
1311,2025-02-11,Customer_40,Olivos,Captain Armband,Accessories,10000,3,30000,David,Instagram,Cancelled,Debit
1312,2024-12-05,Customer_197,Buenos Aires,Gym Hoodie,Training,85000,2,170000,Martin,WhatsApp,Cancelled,Credit Card
1313,2025-03-23,Customer_119,CABA,Boca Jersey,Jersey,55000,1,55000,Lucas,Referral,Pending,Transfer
1314,2025-04-06,Customer_252,Buenos Aires,Gym Hoodie,Training,85000,1,85000,Lucas,Referral,Pending,Cash
1315,2025-01-24,Customer_44,San Isidro,Gym Hoodie,Training,85000,2,170000,Lucas,Instagram,Cancelled,Transfer
1316,2024-06-06,Customer_195,Buenos Aires,River Jersey,Jersey,56000,1,56000,Martin,Referral,Pending,Credit Card
1317,2024-01-06,Customer_158,Vicente Lopez,River Jersey,Jersey,56000,1,56000,Lucas,MercadoLibre,Closed,Cash
1318,2025-03-17,Customer_230,San Isidro,River Jersey,Jersey,56000,1,56000,Martin,Referral,Closed,Transfer
1319,2024-04-05,Customer_306,San Isidro,River Jersey,Jersey,56000,1,56000,Lucas,Referral,Closed,Credit Card
1320,2024-03-27,Customer_287,Buenos Aires,Training Shorts,Shorts,28000,2,56000,Martin,Instagram,Cancelled,Debit
1321,2024-10-02,Customer_155,Olivos,Argentina Jersey,Jersey,65000,1,65000,Lucas,Instagram,Closed,Cash
1322,2025-03-07,Customer_154,Vicente Lopez,Training Shorts,Shorts,28000,1,28000,David,MercadoLibre,Pending,Cash
1323,2025-05-22,Customer_305,San Isidro,Football Socks,Accessories,12000,3,36000,David,Referral,Closed,Cash
1324,2025-02-09,Customer_171,San Isidro,Adidas Predator,Boots,160000,1,160000,Lucas,MercadoLibre,Pending,Credit Card
1325,2024-05-19,Customer_154,Olivos,Training Shorts,Shorts,28000,3,84000,Martin,Instagram,Pending,Credit Card
1326,2024-11-22,Customer_150,Vicente Lopez,Argentina Jersey,Jersey,65000,2,130000,Martin,Instagram,Pending,Debit
1327,2025-01-08,Customer_59,San Isidro,Adidas Predator,Boots,160000,2,320000,David,Instagram,Cancelled,Transfer
1328,2024-08-02,Customer_225,Olivos,Football Socks,Accessories,12000,2,24000,Martin,WhatsApp,Pending,Debit
1329,2024-11-06,Customer_124,Olivos,Argentina Jersey,Jersey,65000,3,195000,Martin,Instagram,Cancelled,Debit
1330,2024-03-16,Customer_230,San Isidro,Captain Armband,Accessories,10000,2,20000,Lucas,Referral,Cancelled,Debit
1331,2025-01-03,Customer_275,San Isidro,Training Jacket,Training,78000,1,78000,Martin,WhatsApp,Closed,Cash
1332,2024-12-29,Customer_86,San Isidro,Gym Hoodie,Training,85000,3,255000,David,Referral,Pending,Debit
1333,2024-04-10,Customer_133,Buenos Aires,River Jersey,Jersey,56000,1,56000,Martin,Instagram,Pending,Credit Card
1334,2025-05-27,Customer_78,Olivos,Training Shorts,Shorts,28000,2,56000,David,Referral,Closed,Credit Card
1335,2024-04-28,Customer_73,Olivos,Training Shorts,Shorts,28000,1,28000,Lucas,MercadoLibre,Pending,Cash
1336,2024-12-22,Customer_244,CABA,Training Jacket,Training,78000,2,156000,Lucas,Referral,Pending,Transfer
1337,2024-04-27,Customer_12,Olivos,Adidas Predator,Boots,160000,1,160000,Martin,WhatsApp,Cancelled,Cash
1338,2025-06-12,Customer_90,San Isidro,Football Socks,Accessories,12000,1,12000,David,MercadoLibre,Cancelled,Debit
1339,2025-02-18,Customer_323,Buenos Aires,Compression Shorts,Shorts,35000,1,35000,David,Referral,Pending,Transfer
1340,2024-07-21,Customer_231,San Isidro,Football Socks,Accessories,12000,2,24000,Lucas,Referral,Closed,Cash
1341,2024-03-05,Customer_296,CABA,Nike Mercurial,Boots,145000,1,145000,Martin,Instagram,Pending,Credit Card
1342,2024-04-26,Customer_135,Vicente Lopez,Nike Mercurial,Boots,145000,2,290000,Martin,MercadoLibre,Cancelled,Debit
1343,2024-04-26,Customer_179,Olivos,Training Pants,Training,62000,2,124000,Lucas,Instagram,Cancelled,Credit Card
1344,2024-03-27,Customer_345,Buenos Aires,Training Pants,Training,62000,2,124000,Lucas,WhatsApp,Closed,Credit Card
1345,2025-01-17,Customer_73,San Isidro,River Jersey,Jersey,56000,1,56000,Lucas,Referral,Cancelled,Cash
1346,2025-03-09,Customer_96,Vicente Lopez,Training Pants,Training,62000,2,124000,Martin,Instagram,Cancelled,Cash
1347,2024-05-23,Customer_96,Olivos,Compression Shorts,Shorts,35000,1,35000,Lucas,WhatsApp,Pending,Transfer
1348,2024-07-18,Customer_197,San Isidro,Compression Shorts,Shorts,35000,1,35000,Martin,Referral,Pending,Debit
1349,2025-03-30,Customer_251,Buenos Aires,Training Shorts,Shorts,28000,3,84000,David,WhatsApp,Closed,Credit Card
1350,2024-08-18,Customer_276,Olivos,Boca Jersey,Jersey,55000,1,55000,David,Referral,Cancelled,Debit
1351,2024-04-25,Customer_294,CABA,Training Jacket,Training,78000,2,156000,Lucas,MercadoLibre,Cancelled,Transfer
1352,2025-03-27,Customer_280,Buenos Aires,Captain Armband,Accessories,10000,3,30000,Lucas,WhatsApp,Cancelled,Cash
1353,2025-04-05,Customer_135,Olivos,Adidas Predator,Boots,160000,1,160000,David,Referral,Closed,Cash
1354,2024-12-25,Customer_313,Vicente Lopez,Nike Mercurial,Boots,145000,3,435000,David,Instagram,Closed,Cash
1355,2024-12-25,Customer_273,Olivos,Captain Armband,Accessories,10000,1,10000,Martin,Instagram,Pending,Credit Card
1356,2024-09-30,Customer_264,CABA,Adidas Predator,Boots,160000,2,320000,David,Referral,Closed,Credit Card
1357,2024-05-09,Customer_68,Buenos Aires,Sports Backpack,Accessories,26000,3,78000,David,MercadoLibre,Closed,Debit
1358,2024-10-02,Customer_322,Vicente Lopez,Compression Shorts,Shorts,35000,1,35000,Lucas,Referral,Closed,Transfer
1359,2024-10-11,Customer_189,Vicente Lopez,Training Shorts,Shorts,28000,2,56000,Lucas,MercadoLibre,Cancelled,Transfer
1360,2024-04-05,Customer_235,Olivos,Sports Backpack,Accessories,26000,3,78000,David,Referral,Closed,Debit
1361,2025-05-21,Customer_138,Olivos,Sports Backpack,Accessories,26000,1,26000,Lucas,MercadoLibre,Cancelled,Cash
1362,2024-12-17,Customer_350,CABA,Training Pants,Training,62000,2,124000,David,WhatsApp,Cancelled,Debit
1363,2024-06-10,Customer_226,Vicente Lopez,Boca Jersey,Jersey,55000,1,55000,David,Referral,Closed,Cash
1364,2024-06-11,Customer_141,CABA,Gym Hoodie,Training,85000,1,85000,Martin,MercadoLibre,Pending,Transfer
1365,2024-06-18,Customer_27,Vicente Lopez,Puma Future,Boots,138000,3,414000,Martin,MercadoLibre,Cancelled,Cash
1366,2024-04-03,Customer_49,CABA,Training Shorts,Shorts,28000,3,84000,David,Referral,Closed,Cash
1367,2025-06-15,Customer_349,Vicente Lopez,Training Pants,Training,62000,1,62000,David,WhatsApp,Cancelled,Credit Card
1368,2025-03-08,Customer_68,Vicente Lopez,Sports Backpack,Accessories,26000,1,26000,David,Instagram,Pending,Transfer
1369,2024-04-15,Customer_161,Olivos,Football Socks,Accessories,12000,1,12000,Lucas,Instagram,Pending,Cash
1370,2024-05-26,Customer_36,San Isidro,Gym Hoodie,Training,85000,3,255000,Martin,WhatsApp,Cancelled,Cash
1371,2024-08-06,Customer_322,Buenos Aires,Compression Shorts,Shorts,35000,1,35000,Lucas,Referral,Closed,Transfer
1372,2024-05-06,Customer_302,Vicente Lopez,River Jersey,Jersey,56000,1,56000,Lucas,Referral,Pending,Cash
1373,2024-03-27,Customer_128,San Isidro,Nike Mercurial,Boots,145000,1,145000,Martin,MercadoLibre,Cancelled,Transfer
1374,2024-11-04,Customer_106,San Isidro,Sports Backpack,Accessories,26000,3,78000,Martin,Instagram,Cancelled,Debit
1375,2024-02-25,Customer_123,Vicente Lopez,Adidas Predator,Boots,160000,3,480000,Lucas,WhatsApp,Closed,Debit
1376,2024-03-13,Customer_271,CABA,Gym Hoodie,Training,85000,2,170000,Lucas,MercadoLibre,Closed,Debit
1377,2025-03-06,Customer_188,San Isidro,Sports Backpack,Accessories,26000,2,52000,Martin,Instagram,Pending,Transfer
1378,2024-03-10,Customer_8,Olivos,Boca Jersey,Jersey,55000,2,110000,David,WhatsApp,Closed,Debit
1379,2025-05-28,Customer_213,Vicente Lopez,Training Jacket,Training,78000,1,78000,Martin,Referral,Closed,Cash
1380,2024-11-13,Customer_41,San Isidro,Adidas Predator,Boots,160000,1,160000,David,Instagram,Cancelled,Credit Card
1381,2024-03-08,Customer_159,Vicente Lopez,Training Shorts,Shorts,28000,2,56000,Martin,Instagram,Closed,Cash
1382,2024-04-28,Customer_233,San Isidro,River Jersey,Jersey,56000,2,112000,Martin,WhatsApp,Pending,Cash
1383,2024-05-20,Customer_6,Buenos Aires,River Jersey,Jersey,56000,1,56000,Lucas,MercadoLibre,Cancelled,Credit Card
1384,2024-05-09,Customer_138,CABA,Argentina Jersey,Jersey,65000,1,65000,David,MercadoLibre,Pending,Credit Card
1385,2024-09-26,Customer_296,CABA,Training Jacket,Training,78000,1,78000,Lucas,Referral,Cancelled,Credit Card
1386,2024-06-19,Customer_189,Buenos Aires,Boca Jersey,Jersey,55000,2,110000,Lucas,WhatsApp,Cancelled,Transfer
1387,2025-06-05,Customer_2,CABA,Nike Mercurial,Boots,145000,3,435000,David,Instagram,Closed,Debit
1388,2024-06-02,Customer_92,CABA,Puma Future,Boots,138000,2,276000,Martin,Referral,Closed,Credit Card
1389,2024-11-23,Customer_139,CABA,Nike Mercurial,Boots,145000,2,290000,Martin,MercadoLibre,Closed,Transfer
1390,2025-06-12,Customer_24,Vicente Lopez,Argentina Jersey,Jersey,65000,1,65000,David,Referral,Pending,Credit Card
1391,2025-04-12,Customer_5,Olivos,Puma Future,Boots,138000,1,138000,David,MercadoLibre,Cancelled,Credit Card
1392,2024-09-05,Customer_238,Olivos,Football Socks,Accessories,12000,2,24000,Martin,Referral,Closed,Cash
1393,2025-02-23,Customer_13,Buenos Aires,Argentina Jersey,Jersey,65000,1,65000,Martin,MercadoLibre,Cancelled,Transfer
1394,2025-01-20,Customer_158,CABA,Puma Future,Boots,138000,1,138000,David,Instagram,Pending,Debit
1395,2024-10-13,Customer_48,CABA,Boca Jersey,Jersey,55000,1,55000,David,Referral,Cancelled,Credit Card
1396,2024-03-27,Customer_298,CABA,Compression Shorts,Shorts,35000,3,105000,Martin,Instagram,Cancelled,Debit
1397,2024-03-04,Customer_223,Buenos Aires,River Jersey,Jersey,56000,2,112000,David,MercadoLibre,Pending,Credit Card
1398,2024-11-30,Customer_163,Vicente Lopez,Captain Armband,Accessories,10000,2,20000,Lucas,Instagram,Closed,Cash
1399,2024-04-21,Customer_80,CABA,Argentina Jersey,Jersey,65000,2,130000,David,Referral,Pending,Credit Card
1400,2025-01-01,Customer_107,Vicente Lopez,Training Shorts,Shorts,28000,1,28000,Lucas,Referral,Pending,Transfer
1401,2024-11-07,Customer_309,CABA,River Jersey,Jersey,56000,1,56000,David,MercadoLibre,Closed,Transfer
1402,2024-12-30,Customer_203,San Isidro,Football Socks,Accessories,12000,1,12000,David,MercadoLibre,Pending,Cash
1403,2025-04-08,Customer_285,San Isidro,Boca Jersey,Jersey,55000,2,110000,David,WhatsApp,Pending,Transfer
1404,2024-05-04,Customer_7,CABA,Captain Armband,Accessories,10000,1,10000,David,Instagram,Closed,Debit
1405,2024-03-27,Customer_299,San Isidro,Puma Future,Boots,138000,3,414000,Lucas,WhatsApp,Closed,Transfer
1406,2025-03-30,Customer_66,CABA,Nike Mercurial,Boots,145000,3,435000,Lucas,WhatsApp,Closed,Debit
1407,2025-03-19,Customer_203,Vicente Lopez,Boca Jersey,Jersey,55000,1,55000,David,Referral,Cancelled,Debit
1408,2024-08-07,Customer_96,Olivos,Argentina Jersey,Jersey,65000,1,65000,Lucas,Referral,Closed,Transfer
1409,2024-09-08,Customer_332,Olivos,Training Pants,Training,62000,2,124000,Lucas,Referral,Cancelled,Debit
1410,2024-10-13,Customer_197,Buenos Aires,Boca Jersey,Jersey,55000,1,55000,Lucas,Instagram,Cancelled,Cash
1411,2024-01-20,Customer_196,Olivos,Gym Hoodie,Training,85000,2,170000,Lucas,Referral,Pending,Credit Card
1412,2024-07-03,Customer_14,Olivos,Training Shorts,Shorts,28000,1,28000,Martin,Instagram,Closed,Credit Card
1413,2025-06-26,Customer_184,San Isidro,Boca Jersey,Jersey,55000,2,110000,David,Instagram,Closed,Cash
1414,2024-09-29,Customer_274,CABA,Gym Hoodie,Training,85000,1,85000,David,Referral,Pending,Cash
1415,2024-11-21,Customer_184,San Isidro,Argentina Jersey,Jersey,65000,1,65000,David,MercadoLibre,Cancelled,Cash
1416,2025-05-19,Customer_278,Olivos,Training Pants,Training,62000,1,62000,David,Referral,Closed,Transfer
1417,2024-08-12,Customer_11,San Isidro,Boca Jersey,Jersey,55000,1,55000,Lucas,WhatsApp,Pending,Cash
1418,2024-12-14,Customer_91,Olivos,Captain Armband,Accessories,10000,1,10000,David,WhatsApp,Closed,Cash
1419,2025-06-22,Customer_187,CABA,Captain Armband,Accessories,10000,1,10000,Lucas,Referral,Cancelled,Transfer
1420,2024-11-26,Customer_70,Buenos Aires,Puma Future,Boots,138000,1,138000,Martin,Referral,Cancelled,Debit
1421,2024-06-27,Customer_288,San Isidro,Gym Hoodie,Training,85000,1,85000,Lucas,Instagram,Cancelled,Cash
1422,2024-10-28,Customer_66,Buenos Aires,Training Shorts,Shorts,28000,1,28000,Martin,WhatsApp,Cancelled,Debit
1423,2024-02-03,Customer_94,San Isidro,Sports Backpack,Accessories,26000,2,52000,Lucas,Instagram,Cancelled,Transfer
1424,2024-12-05,Customer_40,Buenos Aires,Compression Shorts,Shorts,35000,1,35000,Lucas,MercadoLibre,Closed,Transfer
1425,2024-12-09,Customer_229,CABA,Sports Backpack,Accessories,26000,3,78000,Lucas,Instagram,Closed,Transfer
1426,2024-04-20,Customer_1,CABA,Puma Future,Boots,138000,1,138000,Lucas,Referral,Cancelled,Debit
1427,2025-05-19,Customer_194,Olivos,Argentina Jersey,Jersey,65000,2,130000,Martin,Referral,Closed,Debit
1428,2024-08-18,Customer_84,Vicente Lopez,Captain Armband,Accessories,10000,2,20000,David,WhatsApp,Pending,Transfer
1429,2024-04-17,Customer_38,Olivos,Puma Future,Boots,138000,1,138000,David,Referral,Closed,Transfer
1430,2024-12-12,Customer_305,San Isidro,Training Jacket,Training,78000,1,78000,Lucas,WhatsApp,Pending,Cash
1431,2024-06-09,Customer_28,CABA,Training Pants,Training,62000,2,124000,Lucas,Instagram,Closed,Debit
1432,2024-09-28,Customer_339,Olivos,Football Socks,Accessories,12000,2,24000,Lucas,Instagram,Closed,Transfer
1433,2025-05-17,Customer_79,CABA,Training Shorts,Shorts,28000,2,56000,Lucas,WhatsApp,Pending,Transfer
1434,2025-05-06,Customer_103,CABA,Adidas Predator,Boots,160000,3,480000,David,Instagram,Closed,Credit Card
1435,2024-04-28,Customer_158,Vicente Lopez,River Jersey,Jersey,56000,2,112000,Lucas,Referral,Cancelled,Credit Card
1436,2025-01-31,Customer_95,Olivos,River Jersey,Jersey,56000,3,168000,Lucas,MercadoLibre,Closed,Debit
1437,2025-03-26,Customer_239,Olivos,Boca Jersey,Jersey,55000,1,55000,David,MercadoLibre,Cancelled,Transfer
1438,2024-04-09,Customer_44,Olivos,Argentina Jersey,Jersey,65000,3,195000,Martin,Referral,Cancelled,Cash
1439,2025-01-31,Customer_268,Vicente Lopez,Training Jacket,Training,78000,1,78000,Martin,Referral,Cancelled,Cash
1440,2024-03-21,Customer_203,CABA,Compression Shorts,Shorts,35000,1,35000,Martin,Instagram,Closed,Debit
1441,2024-08-04,Customer_99,Buenos Aires,Argentina Jersey,Jersey,65000,1,65000,David,Referral,Closed,Debit
1442,2024-05-31,Customer_305,Olivos,Nike Mercurial,Boots,145000,3,435000,Lucas,WhatsApp,Closed,Debit
1443,2024-11-29,Customer_142,San Isidro,Training Jacket,Training,78000,2,156000,Lucas,WhatsApp,Cancelled,Debit
1444,2024-06-02,Customer_76,San Isidro,River Jersey,Jersey,56000,2,112000,Martin,WhatsApp,Closed,Transfer
1445,2024-12-18,Customer_211,Olivos,Captain Armband,Accessories,10000,1,10000,Lucas,Referral,Cancelled,Debit
1446,2024-10-09,Customer_207,Buenos Aires,Boca Jersey,Jersey,55000,1,55000,Martin,Referral,Closed,Debit
1447,2024-08-31,Customer_26,Vicente Lopez,Puma Future,Boots,138000,3,414000,Lucas,MercadoLibre,Closed,Credit Card
1448,2024-11-14,Customer_144,Vicente Lopez,Sports Backpack,Accessories,26000,1,26000,Martin,WhatsApp,Closed,Cash
1449,2025-03-29,Customer_165,Olivos,Adidas Predator,Boots,160000,3,480000,Martin,Referral,Cancelled,Transfer
1450,2024-08-04,Customer_209,Vicente Lopez,Nike Mercurial,Boots,145000,2,290000,Martin,MercadoLibre,Closed,Cash
1451,2025-06-02,Customer_207,Buenos Aires,River Jersey,Jersey,56000,1,56000,Martin,WhatsApp,Closed,Cash
